title,Author,audio_url,Admiration,Amusement,Anger,Compassion,Contempt,Disappointment,Disgust,Fear,Guilt,Hate,Interest,Joy,Pleasure,Answer.Love,Contentment,Answer.Pride,Answer.Regret,Answer.Relief,Answer.Sadness,Answer.Shame,Approve,Reject
Ulysses," Alfred, Lord Tennyson",https://media.poetryfoundation.org/uploads/media/default/0001/08/4144f13a546a34009603d2f7cd4063f027844e08.mp3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,
Ulysses," Alfred, Lord Tennyson",https://media.poetryfoundation.org/uploads/media/default/0001/08/4144f13a546a34009603d2f7cd4063f027844e08.mp3,0,2,3,0,5,0,3,1,0,0,1,0,0,2,1,0,0,1,,,,
Childhood’s Retreat,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/e9c57ac18378e949fc8b80185168202ac329ba6f.mp3,4,1,4,3,3,3,1,1,3,3,3,3,3,1,1,2,4,2,,,,
Childhood’s Retreat,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/e9c57ac18378e949fc8b80185168202ac329ba6f.mp3,5,7,0,0,0,0,0,0,0,0,3,0,1,0,0,7,0,0,,,,
Childhood’s Retreat,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/e9c57ac18378e949fc8b80185168202ac329ba6f.mp3,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,4,0,,,,
Childhood’s Retreat,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/e9c57ac18378e949fc8b80185168202ac329ba6f.mp3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
Childhood’s Retreat,Robert Duncan,https://media.poetryfoundation.org/uploads/media/default/0001/06/e9c57ac18378e949fc8b80185168202ac329ba6f.mp3,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,,,,
Staying Power,Jeanne Murray Walker,https://media.poetryfoundation.org/uploads/media/default/0001/06/d0dabd8e1b3fd8a0fac982c696008d461ad8ce5b.mp3,10,10,0,7,0,0,0,0,0,0,5,5,8,2,0,7,0,0,,,,
Staying Power,Jeanne Murray Walker,https://media.poetryfoundation.org/uploads/media/default/0001/06/d0dabd8e1b3fd8a0fac982c696008d461ad8ce5b.mp3,7,7,0,6,0,0,0,0,0,0,8,5,8,6,0,5,0,0,,,,
Staying Power,Jeanne Murray Walker,https://media.poetryfoundation.org/uploads/media/default/0001/06/d0dabd8e1b3fd8a0fac982c696008d461ad8ce5b.mp3,6,7,7,4,7,4,4,4,5,5,4,5,4,6,4,5,5,3,,,,
Staying Power,Jeanne Murray Walker,https://media.poetryfoundation.org/uploads/media/default/0001/06/d0dabd8e1b3fd8a0fac982c696008d461ad8ce5b.mp3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,,,,
Staying Power,Jeanne Murray Walker,https://media.poetryfoundation.org/uploads/media/default/0001/06/d0dabd8e1b3fd8a0fac982c696008d461ad8ce5b.mp3,6,1,0,3,0,0,0,0,0,0,7,1,3,0,0,0,0,0,,,,
On What Planet,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/c5893a0eb5bfec358766173e58f2ef87dd647ba4.mp3,10,6,0,0,0,0,0,0,0,0,4,6,4,8,0,0,0,0,,,,
On What Planet,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/c5893a0eb5bfec358766173e58f2ef87dd647ba4.mp3,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,,,,
On What Planet,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/c5893a0eb5bfec358766173e58f2ef87dd647ba4.mp3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,
On What Planet,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/c5893a0eb5bfec358766173e58f2ef87dd647ba4.mp3,4,1,0,3,3,3,1,1,3,3,3,3,3,1,1,2,4,2,,,,
On What Planet,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/c5893a0eb5bfec358766173e58f2ef87dd647ba4.mp3,0,0,0,0,4,4,2,0,0,3,0,0,0,0,0,0,0,0,,,,
Poetry rejoices...,Håkan Sandell Bill Coyle Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/ff78649d8b11c05105b928fc55dfb985979c5f69.mp3,5,5,1,6,1,1,1,2,1,1,7,9,9,7,1,6,1,1,,,,
Poetry rejoices...,Håkan Sandell Bill Coyle Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/ff78649d8b11c05105b928fc55dfb985979c5f69.mp3,4,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,,,,
Poetry rejoices...,Håkan Sandell Bill Coyle Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/ff78649d8b11c05105b928fc55dfb985979c5f69.mp3,3,5,3,4,7,6,7,5,4,4,6,7,4,7,6,5,2,7,,,,
Poetry rejoices...,Håkan Sandell Bill Coyle Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/ff78649d8b11c05105b928fc55dfb985979c5f69.mp3,7,6,0,7,0,0,0,0,0,0,3,4,4,6,0,0,0,0,,,,
Poetry rejoices...,Håkan Sandell Bill Coyle Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/ff78649d8b11c05105b928fc55dfb985979c5f69.mp3,1,0,0,4,0,0,0,0,0,0,1,1,3,0,0,1,0,0,,,,
The House Gift,Joanie Mackowski,https://media.poetryfoundation.org/uploads/media/default/0001/06/f95dde91fa9c3f1f1eabcae5ec6754cd62d0d2c6.mp3,0,7,4,3,0,0,0,10,0,0,10,0,0,0,0,0,3,0,,,,
The House Gift,Joanie Mackowski,https://media.poetryfoundation.org/uploads/media/default/0001/06/f95dde91fa9c3f1f1eabcae5ec6754cd62d0d2c6.mp3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,,,,
The House Gift,Joanie Mackowski,https://media.poetryfoundation.org/uploads/media/default/0001/06/f95dde91fa9c3f1f1eabcae5ec6754cd62d0d2c6.mp3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,
The House Gift,Joanie Mackowski,https://media.poetryfoundation.org/uploads/media/default/0001/06/f95dde91fa9c3f1f1eabcae5ec6754cd62d0d2c6.mp3,7,6,7,4,6,4,7,6,5,5,7,8,5,5,4,7,3,2,,,,
The House Gift,Joanie Mackowski,https://media.poetryfoundation.org/uploads/media/default/0001/06/f95dde91fa9c3f1f1eabcae5ec6754cd62d0d2c6.mp3,3,0,0,4,0,0,0,0,0,0,2,1,0,0,0,4,0,0,,,,
Walt Whitman at Bear Mountain,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/7f0651eb472ddc2edd058ef5802fc0e404e3f82e.mp3,4,7,7,7,8,8,6,4,5,6,10,10,7,10,9,7,3,10,,,,
Walt Whitman at Bear Mountain,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/7f0651eb472ddc2edd058ef5802fc0e404e3f82e.mp3,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,,,,
Walt Whitman at Bear Mountain,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/7f0651eb472ddc2edd058ef5802fc0e404e3f82e.mp3,1,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,,,,
Walt Whitman at Bear Mountain,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/7f0651eb472ddc2edd058ef5802fc0e404e3f82e.mp3,5,9,4,6,4,2,5,0,0,0,5,4,1,2,0,2,2,0,,,,
Walt Whitman at Bear Mountain,Louis Simpson,https://media.poetryfoundation.org/uploads/media/default/0001/07/7f0651eb472ddc2edd058ef5802fc0e404e3f82e.mp3,6,9,1,9,5,1,3,6,1,1,9,8,9,5,1,1,1,1,,,,
The Love Song of J. Alfred Prufrock,T. S. Eliot,https://media.poetryfoundation.org/uploads/media/default/0001/07/393b9581bdc0d875f1be80b42a999b68be28e344.mp3,7,8,0,5,0,0,0,0,0,0,9,10,9,9,0,3,1,0,,,,
The Love Song of J. Alfred Prufrock,T. S. Eliot,https://media.poetryfoundation.org/uploads/media/default/0001/07/393b9581bdc0d875f1be80b42a999b68be28e344.mp3,8,8,1,7,0,0,0,0,1,0,8,8,9,7,1,8,2,0,,,,
The Love Song of J. Alfred Prufrock,T. S. Eliot,https://media.poetryfoundation.org/uploads/media/default/0001/07/393b9581bdc0d875f1be80b42a999b68be28e344.mp3,8,3,3,8,3,0,2,6,0,0,8,8,8,5,5,8,2,0,,,,
The Love Song of J. Alfred Prufrock,T. S. Eliot,https://media.poetryfoundation.org/uploads/media/default/0001/07/393b9581bdc0d875f1be80b42a999b68be28e344.mp3,2,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,,,,
The Love Song of J. Alfred Prufrock,T. S. Eliot,https://media.poetryfoundation.org/uploads/media/default/0001/07/393b9581bdc0d875f1be80b42a999b68be28e344.mp3,4,6,2,2,3,2,4,3,6,1,4,6,2,8,6,6,2,8,,,,
Flamingo Watching,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/ec48806e18d5aab912aa9ed2ed58aa759e5cb078.mp3,8,3,0,5,0,0,0,0,0,0,6,3,4,7,0,3,0,0,,,,
Flamingo Watching,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/ec48806e18d5aab912aa9ed2ed58aa759e5cb078.mp3,6,6,0,6,0,0,0,0,0,0,10,8,9,5,0,4,0,0,,,,
Flamingo Watching,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/ec48806e18d5aab912aa9ed2ed58aa759e5cb078.mp3,7,6,7,4,6,4,7,6,5,5,7,8,5,5,4,7,3,2,,,,
Flamingo Watching,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/ec48806e18d5aab912aa9ed2ed58aa759e5cb078.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Flamingo Watching,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/ec48806e18d5aab912aa9ed2ed58aa759e5cb078.mp3,4,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,,,,
Eyes:,William Matthews,https://media.poetryfoundation.org/uploads/media/default/0001/06/3028f29af69d2bd2291952f3a0d463427fa8aa75.mp3,8,5,0,10,8,0,0,4,0,0,10,3,6,2,0,4,0,0,,,,
Eyes:,William Matthews,https://media.poetryfoundation.org/uploads/media/default/0001/06/3028f29af69d2bd2291952f3a0d463427fa8aa75.mp3,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,,,,
Eyes:,William Matthews,https://media.poetryfoundation.org/uploads/media/default/0001/06/3028f29af69d2bd2291952f3a0d463427fa8aa75.mp3,10,10,0,10,0,0,0,0,0,0,9,6,6,5,2,4,6,0,,,,
Eyes:,William Matthews,https://media.poetryfoundation.org/uploads/media/default/0001/06/3028f29af69d2bd2291952f3a0d463427fa8aa75.mp3,2,4,2,6,5,7,3,4,6,4,4,6,4,5,5,4,7,7,,,,
Eyes:,William Matthews,https://media.poetryfoundation.org/uploads/media/default/0001/06/3028f29af69d2bd2291952f3a0d463427fa8aa75.mp3,5,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,1,0,,,,
A Prayer for My Daughter,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/c0eb9369065c43fa4a1b83ff4a7069dc139ed24d.mp3,8,6,1,6,0,0,0,0,1,0,8,2,4,4,1,2,2,0,,,,
A Prayer for My Daughter,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/c0eb9369065c43fa4a1b83ff4a7069dc139ed24d.mp3,2,3,2,1,3,2,4,3,3,1,1,3,1,4,3,3,1,4,,,,
A Prayer for My Daughter,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/c0eb9369065c43fa4a1b83ff4a7069dc139ed24d.mp3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,,,,
A Prayer for My Daughter,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/c0eb9369065c43fa4a1b83ff4a7069dc139ed24d.mp3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
A Prayer for My Daughter,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/c0eb9369065c43fa4a1b83ff4a7069dc139ed24d.mp3,10,8,0,5,0,0,5,4,0,0,10,10,6,6,3,10,8,0,,,,
In a Station of the Metro,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/26ca6b4a1981bfdabd012e922663bd013c2a801f.mp3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,
In a Station of the Metro,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/26ca6b4a1981bfdabd012e922663bd013c2a801f.mp3,9,5,0,7,0,0,0,0,0,0,10,4,7,9,0,5,0,0,,,,
In a Station of the Metro,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/26ca6b4a1981bfdabd012e922663bd013c2a801f.mp3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,
In a Station of the Metro,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/26ca6b4a1981bfdabd012e922663bd013c2a801f.mp3,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,,,,
In a Station of the Metro,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/26ca6b4a1981bfdabd012e922663bd013c2a801f.mp3,4,5,4,7,3,5,4,5,7,4,5,3,4,4,6,4,5,6,,,,
A CAVE OF ANGELFISH HUDDLE AGAINST THE MOON,Ron De Maris,https://media.poetryfoundation.org/uploads/media/default/0001/06/c57b55369b3e07fa3273c1d40eda3668a6437c03.mp3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,
A CAVE OF ANGELFISH HUDDLE AGAINST THE MOON,Ron De Maris,https://media.poetryfoundation.org/uploads/media/default/0001/06/c57b55369b3e07fa3273c1d40eda3668a6437c03.mp3,2,3,2,1,3,2,4,3,3,1,2,3,1,4,3,3,1,4,,,,
A CAVE OF ANGELFISH HUDDLE AGAINST THE MOON,Ron De Maris,https://media.poetryfoundation.org/uploads/media/default/0001/06/c57b55369b3e07fa3273c1d40eda3668a6437c03.mp3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,
A CAVE OF ANGELFISH HUDDLE AGAINST THE MOON,Ron De Maris,https://media.poetryfoundation.org/uploads/media/default/0001/06/c57b55369b3e07fa3273c1d40eda3668a6437c03.mp3,7,6,0,3,1,0,0,0,0,0,9,3,7,4,0,6,1,0,,,,
A CAVE OF ANGELFISH HUDDLE AGAINST THE MOON,Ron De Maris,https://media.poetryfoundation.org/uploads/media/default/0001/06/c57b55369b3e07fa3273c1d40eda3668a6437c03.mp3,5,9,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,0,,,,
Not Waving but Drowning,Stevie Smith,https://media.poetryfoundation.org/uploads/media/default/0001/08/e4cb6ba906d141377dda760c72bfe13d042d68c1.mp3,8,3,0,8,0,0,0,5,0,0,6,1,3,2,0,4,3,0,,,,
Not Waving but Drowning,Stevie Smith,https://media.poetryfoundation.org/uploads/media/default/0001/08/e4cb6ba906d141377dda760c72bfe13d042d68c1.mp3,7,4,10,9,8,3,1,6,5,10,7,1,2,1,8,6,10,6,,,,
Not Waving but Drowning,Stevie Smith,https://media.poetryfoundation.org/uploads/media/default/0001/08/e4cb6ba906d141377dda760c72bfe13d042d68c1.mp3,7,5,8,5,3,4,7,5,6,4,4,3,4,7,5,6,4,4,,,,
Not Waving but Drowning,Stevie Smith,https://media.poetryfoundation.org/uploads/media/default/0001/08/e4cb6ba906d141377dda760c72bfe13d042d68c1.mp3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,1,0,,,,
Not Waving but Drowning,Stevie Smith,https://media.poetryfoundation.org/uploads/media/default/0001/08/e4cb6ba906d141377dda760c72bfe13d042d68c1.mp3,7,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,2,0,,,,
Disgraceland,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab7dd2d89ed0406c2a33b05ac0911ffba1bd3e0d.mp3,8,6,7,4,6,4,7,6,5,5,7,4,6,5,4,7,3,2,,,,
Disgraceland,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab7dd2d89ed0406c2a33b05ac0911ffba1bd3e0d.mp3,5,8,3,5,1,4,5,3,1,1,6,6,5,3,2,3,7,1,,,,
Disgraceland,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab7dd2d89ed0406c2a33b05ac0911ffba1bd3e0d.mp3,4,0,0,1,0,0,0,0,0,0,6,2,5,0,0,0,0,0,,,,
Disgraceland,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab7dd2d89ed0406c2a33b05ac0911ffba1bd3e0d.mp3,3,3,0,2,0,0,0,1,0,0,6,2,6,7,0,4,0,0,,,,
Disgraceland,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab7dd2d89ed0406c2a33b05ac0911ffba1bd3e0d.mp3,7,10,0,6,7,3,5,10,0,0,6,6,0,0,0,10,0,0,,,,
Wild nights - Wild nights! (269),Emily Dickinson,https://media.poetryfoundation.org/uploads/media/default/0001/08/e8e18df8bee43b8f3ee0b4c9c1bc2ea3a1bf7f97.mp3,5,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,,,,
Wild nights - Wild nights! (269),Emily Dickinson,https://media.poetryfoundation.org/uploads/media/default/0001/08/e8e18df8bee43b8f3ee0b4c9c1bc2ea3a1bf7f97.mp3,3,7,0,2,0,0,0,0,0,0,4,5,4,1,0,10,0,0,,,,
Wild nights - Wild nights! (269),Emily Dickinson,https://media.poetryfoundation.org/uploads/media/default/0001/08/e8e18df8bee43b8f3ee0b4c9c1bc2ea3a1bf7f97.mp3,5,5,5,3,6,5,6,7,4,5,6,6,5,8,4,4,4,7,,,,
Wild nights - Wild nights! (269),Emily Dickinson,https://media.poetryfoundation.org/uploads/media/default/0001/08/e8e18df8bee43b8f3ee0b4c9c1bc2ea3a1bf7f97.mp3,4,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,,,,
Wild nights - Wild nights! (269),Emily Dickinson,https://media.poetryfoundation.org/uploads/media/default/0001/08/e8e18df8bee43b8f3ee0b4c9c1bc2ea3a1bf7f97.mp3,4,3,0,0,0,0,0,0,0,0,10,7,7,4,0,0,0,0,,,,
Sparrow Trapped in the Airport,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/26def3de5dbb3e48caf93b9772fceebe4e700145.mp3,2,2,0,3,0,0,0,0,1,0,1,0,2,0,1,1,1,1,,,,
Sparrow Trapped in the Airport,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/26def3de5dbb3e48caf93b9772fceebe4e700145.mp3,3,5,3,4,7,6,7,5,4,4,6,7,4,7,6,5,2,7,,,,
Sparrow Trapped in the Airport,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/26def3de5dbb3e48caf93b9772fceebe4e700145.mp3,8,6,1,8,6,1,1,1,1,1,8,10,10,8,1,1,1,1,,,,
Sparrow Trapped in the Airport,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/26def3de5dbb3e48caf93b9772fceebe4e700145.mp3,5,5,0,10,4,0,7,0,0,0,3,0,0,2,0,5,0,0,,,,
Sparrow Trapped in the Airport,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/26def3de5dbb3e48caf93b9772fceebe4e700145.mp3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,
Lamenting Widow,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/dec4c304242188289e58110f0eb151685677b806.mp3,2,4,5,10,6,6,4,9,6,7,8,4,2,1,8,7,8,5,,,,
Lamenting Widow,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/dec4c304242188289e58110f0eb151685677b806.mp3,1,2,0,6,0,0,0,0,1,0,6,2,3,5,0,8,1,0,,,,
Lamenting Widow,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/dec4c304242188289e58110f0eb151685677b806.mp3,5,5,6,9,8,5,8,7,8,4,8,8,8,7,7,7,6,5,,,,
Lamenting Widow,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/dec4c304242188289e58110f0eb151685677b806.mp3,0,0,0,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,,,,
Lamenting Widow,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/dec4c304242188289e58110f0eb151685677b806.mp3,0,0,0,0,0,0,10,10,0,0,7,0,0,0,0,0,0,0,,,,
Infanta Marina,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/83f96c8db4a6881c4b7c5834224ddc8ad5da1b4b.mp3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,,,,
Infanta Marina,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/83f96c8db4a6881c4b7c5834224ddc8ad5da1b4b.mp3,5,7,5,3,6,5,6,7,4,5,5,6,5,6,4,4,4,7,,,,
Infanta Marina,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/83f96c8db4a6881c4b7c5834224ddc8ad5da1b4b.mp3,5,2,10,3,2,1,2,8,6,7,5,1,1,1,8,4,8,6,,,,
Infanta Marina,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/83f96c8db4a6881c4b7c5834224ddc8ad5da1b4b.mp3,10,7,0,10,0,0,0,0,0,0,10,5,7,5,2,0,8,0,,,,
Infanta Marina,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/83f96c8db4a6881c4b7c5834224ddc8ad5da1b4b.mp3,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,,,,
The Goose Fish,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/05e12f828a65bfa0f9b2a1f06310eb4d73683784.mp3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,,,,
The Goose Fish,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/05e12f828a65bfa0f9b2a1f06310eb4d73683784.mp3,2,3,2,1,3,2,4,3,3,1,2,3,1,4,3,3,1,4,,,,
The Goose Fish,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/05e12f828a65bfa0f9b2a1f06310eb4d73683784.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
The Goose Fish,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/05e12f828a65bfa0f9b2a1f06310eb4d73683784.mp3,4,8,0,3,0,0,1,1,1,0,7,5,5,2,2,3,6,1,,,,
The Goose Fish,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/05e12f828a65bfa0f9b2a1f06310eb4d73683784.mp3,7,6,0,6,0,0,0,0,0,0,9,4,6,3,0,3,0,0,,,,
Ode on a Grecian Urn,John Keats,https://media.poetryfoundation.org/uploads/media/default/0001/06/41108c3d8b21d6ff14f5cc41daad3564174050de.mp3,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,,,,
Ode on a Grecian Urn,John Keats,https://media.poetryfoundation.org/uploads/media/default/0001/06/41108c3d8b21d6ff14f5cc41daad3564174050de.mp3,5,5,1,10,2,2,2,3,6,1,9,6,7,2,3,8,7,2,,,,
Ode on a Grecian Urn,John Keats,https://media.poetryfoundation.org/uploads/media/default/0001/06/41108c3d8b21d6ff14f5cc41daad3564174050de.mp3,0,0,0,3,1,1,1,0,0,0,4,0,0,0,0,0,3,0,,,,
Ode on a Grecian Urn,John Keats,https://media.poetryfoundation.org/uploads/media/default/0001/06/41108c3d8b21d6ff14f5cc41daad3564174050de.mp3,4,5,0,2,0,0,0,0,0,0,3,3,5,2,0,0,0,0,,,,
Ode on a Grecian Urn,John Keats,https://media.poetryfoundation.org/uploads/media/default/0001/06/41108c3d8b21d6ff14f5cc41daad3564174050de.mp3,10,10,0,10,0,0,0,0,0,0,10,10,10,10,5,5,7,0,,,,
Why Poetry Cannot Be Skimmed,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/25543510fe423db70c7da66ec588577500130b12.mp3,3,0,3,8,2,9,4,0,0,0,7,0,0,0,0,0,8,0,,,,
Why Poetry Cannot Be Skimmed,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/25543510fe423db70c7da66ec588577500130b12.mp3,5,6,7,4,6,4,7,6,6,5,7,4,6,5,4,4,5,2,,,,
Why Poetry Cannot Be Skimmed,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/25543510fe423db70c7da66ec588577500130b12.mp3,2,3,0,1,0,5,3,0,0,0,10,4,2,5,0,3,4,0,,,,
Why Poetry Cannot Be Skimmed,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/25543510fe423db70c7da66ec588577500130b12.mp3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,,,
Why Poetry Cannot Be Skimmed,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/25543510fe423db70c7da66ec588577500130b12.mp3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,,,,
Kindness,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/79226bb1661029d59cf092a446b07057e9c83082.mp3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,,,,
Kindness,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/79226bb1661029d59cf092a446b07057e9c83082.mp3,3,4,0,3,0,0,0,0,0,0,6,5,4,7,0,0,0,1,,,,
Kindness,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/79226bb1661029d59cf092a446b07057e9c83082.mp3,4,1,4,3,3,3,1,1,3,3,3,3,3,1,1,2,4,2,,,,
Kindness,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/79226bb1661029d59cf092a446b07057e9c83082.mp3,3,9,1,8,1,7,1,5,6,1,9,9,7,1,5,3,3,2,,,,
Kindness,Yusef Komunyakaa,https://media.poetryfoundation.org/uploads/media/default/0001/06/79226bb1661029d59cf092a446b07057e9c83082.mp3,10,1,0,10,0,0,0,6,0,0,10,4,5,10,0,6,0,0,,,,
Love (III),George Herbert,https://media.poetryfoundation.org/uploads/media/default/0001/07/f7fb3f17cd1a10eaa5363ca97763e0e856739849.mp3,4,6,4,2,6,4,8,6,6,2,4,6,2,8,6,6,2,8,,,,
Love (III),George Herbert,https://media.poetryfoundation.org/uploads/media/default/0001/07/f7fb3f17cd1a10eaa5363ca97763e0e856739849.mp3,0,0,0,0,0,5,1,0,0,0,1,0,0,0,2,0,0,0,,,,
Love (III),George Herbert,https://media.poetryfoundation.org/uploads/media/default/0001/07/f7fb3f17cd1a10eaa5363ca97763e0e856739849.mp3,5,0,0,2,0,0,0,0,0,0,5,3,2,0,0,0,0,0,,,,
